general-cinematic-case-15	Ay ışığında fareli piyano kovalamacası
general-cinematic-case-16	15 saniyelik kesintisiz tek plan çizgi film sekansı
general-cinematic-case-17	Gün batımında steampunk hava gemisi savaşı
general-cinematic-case-18	Parmak arası terlik jet kanadı takip çekimi
general-cinematic-case-19	Derin dağlardaki antik tapınağın dışı
general-cinematic-case-20	Özgürlük Heykeli gün doğumu görsel taslağı
general-cinematic-case-21	Dramatik ışıklı tarihî sahne
general-cinematic-case-22	Roket sörfü kesintisiz takip çekimi
general-cinematic-case-23	Stand-up komedi monoloğu şablonu
general-cinematic-case-24	Doğum gününde ihanet restoran draması
general-cinematic-case-25	Antik parkur kostüm değiştirme sekansı
general-cinematic-case-26	Motorun içi — piston mekanik ayrıntısı
general-cinematic-case-27	90’lar Japon romantik simülasyonu — cel animasyon tarzı
general-cinematic-case-28	Sinematik yönetmenlik teknikleri — çok planlı istem
general-cinematic-case-29	Doğu Asyalı kadın portresi — doğal gülümseme
general-cinematic-case-30	Kıyamet sonrası hayatta kalma — sinematik kurulum
general-cinematic-case-31	Pixar tarzı orman açıklığı — 3D animasyon sahnesi
general-cinematic-case-32	Battaniyenin altında atıştırmalık çalan yavru kedi
general-cinematic-case-33	Seedance 2.0 T2V doğal konuşma testi
general-cinematic-case-34	Kâğıt kukla korku animasyonu
general-cinematic-case-35	Kızıl çölde motosiklet takip çekimi
general-cinematic-case-36	Pompeii felaketinin DV görüntüleri
general-cinematic-case-37	Terk edilmiş lunaparkta astronot yürüyüşü
